"mun_code","COMUNE","latitude","longitude","province","province_code","region","agr_reg_code"
"64050","Mirabella Eclano",41.04137986,14.99217637,"Avellino","AV","CAMPANIA","9"
"64052","Montecalvo Irpino",41.19419528,15.03161925,"Avellino","AV","CAMPANIA","1"
"64104","Sturno",41.02217144,15.11247993,"Avellino","AV","CAMPANIA","10"
"64114","Vallata",41.03692496,15.25135623,"Avellino","AV","CAMPANIA","3"
"64120","Zungoli",41.12766031,15.2025556,"Avellino","AV","CAMPANIA","1"
"65029","Caselle in Pittari",40.17243756,15.54391906,"Salerno","SA","CAMPANIA","5"
"66027","Castel di Ieri",42.11406339,13.74075737,"L'Aquila","AQ","ABRUZZO","6"
"66048","Introdacqua",42.00769338,13.89919227,"L'Aquila","AQ","ABRUZZO","9"
"66075","Pratola Peligna",42.09736189,13.87243478,"L'Aquila","AQ","ABRUZZO","9"
"66078","Rivisondoli",41.87039501,14.06636277,"L'Aquila","AQ","ABRUZZO","13"
"66096","Scurcola Marsicana",42.06445594,13.34240445,"L'Aquila","AQ","ABRUZZO","7"
"66105","Villa Sant'Angelo",42.27002885,13.53754168,"L'Aquila","AQ","ABRUZZO","2"
"67004","Atri",42.57971067,13.97541817,"Teramo","TE","ABRUZZO","6"
"67006","Bellante",42.74460127,13.80535903,"Teramo","TE","ABRUZZO","5"
"67011","Castellalto",42.67539533,13.81746384,"Teramo","TE","ABRUZZO","6"
"67014","Castilenti",42.53336403,13.9177664,"Teramo","TE","ABRUZZO","4"
"67019","Colonnella",42.87176703,13.86756702,"Teramo","TE","ABRUZZO","5"
"67021","Corropoli",42.82761332,13.83486055,"Teramo","TE","ABRUZZO","5"
"67025","Giulianova",42.7526577,13.95671861,"Teramo","TE","ABRUZZO","5"
"67027","Montefino",42.54481325,13.8844286,"Teramo","TE","ABRUZZO","4"
"67032","Notaresco",42.6590295,13.89404399,"Teramo","TE","ABRUZZO","6"
"67037","Roseto degli Abruzzi",42.6801656,14.01155502,"Teramo","TE","ABRUZZO","6"
"67039","Sant'Omero",42.78665683,13.80289563,"Teramo","TE","ABRUZZO","5"
"67041","Teramo",42.6589177,13.70439981,"Teramo","TE","ABRUZZO","3"
"68022","Manoppello",42.26106208,14.06045336,"Pescara","PE","ABRUZZO","5"
"68027","Penne",42.4580394,13.92738518,"Pescara","PE","ABRUZZO","4"
"68031","Picciano",42.47480789,13.99134633,"Pescara","PE","ABRUZZO","4"
"68041","Spoltore",42.45568799,14.14148276,"Pescara","PE","ABRUZZO","6"
"69005","Atessa",42.06734847,14.44308594,"Chieti","CH","ABRUZZO","8"
"69017","Casoli",42.1150425,14.29043913,"Chieti","CH","ABRUZZO","4"
"69023","Civitaluparella",41.9448394,14.30305092,"Chieti","CH","ABRUZZO","2"
"69054","Montenerodomo",41.97660203,14.25180284,"Chieti","CH","ABRUZZO","2"
"69059","Paglieta",42.16270714,14.49851779,"Chieti","CH","ABRUZZO","8"
"70003","Bojano",41.48282294,14.47143659,"Campobasso","CB","MOLISE","3"
"70004","Bonefro",41.70269449,14.93419633,"Campobasso","CB","MOLISE","5"
"70009","Campolieto",41.63517218,14.76695123,"Campobasso","CB","MOLISE","2"
"70011","Casacalenda",41.73955595,14.84713322,"Campobasso","CB","MOLISE","4"
"70017","Cercemaggiore",41.460307,14.72209513,"Campobasso","CB","MOLISE","2"
"70023","Ferrazzano",41.53066428,14.67094603,"Campobasso","CB","MOLISE","2"
"70025","Gambatesa",41.50926746,14.91403196,"Campobasso","CB","MOLISE","6"
"70030","Jelsi",41.51841393,14.79609556,"Campobasso","CB","MOLISE","6"
"70032","Limosano",41.67663217,14.62117165,"Campobasso","CB","MOLISE","1"
"70037","Matrice",41.61240375,14.71100166,"Campobasso","CB","MOLISE","2"
"70046","Montenero di Bisaccia",41.95724749,14.78121409,"Campobasso","CB","MOLISE","7"
"70057","Riccia",41.48654569,14.83638205,"Campobasso","CB","MOLISE","2"
"70058","Ripabottoni",41.68854667,14.80653221,"Campobasso","CB","MOLISE","2"
"70062","Salcito",41.74735883,14.51082012,"Campobasso","CB","MOLISE","1"
"70076","Spinete",41.54337771,14.48755127,"Campobasso","CB","MOLISE","3"
"70079","Torella del Sannio",41.6404357,14.52155973,"Campobasso","CB","MOLISE","1"
"70080","Toro",41.57393556,14.76595207,"Campobasso","CB","MOLISE","6"
"70081","Trivento",41.78409543,14.55096703,"Campobasso","CB","MOLISE","1"
"70082","Tufara",41.48184744,14.94578377,"Campobasso","CB","MOLISE","6"
"71005","Ascoli Satriano",41.20814602,15.56026594,"Foggia","FG","PUGLIA","4"
"71020","Cerignola",41.26522173,15.90368339,"Foggia","FG","PUGLIA","10"
"72021","Gioia del Colle",40.80069471,16.92406768,"Bari","BA","PUGLIA","5"
"72036","Putignano",40.84963964,17.1191007,"Bari","BA","PUGLIA","6"
"74020","Villa Castelli",40.57717011,17.47588931,"Brindisi","BR","PUGLIA","1"
"75029","Galatina",40.1739561,18.17227503,"Lecce","LE","PUGLIA","4"
"76003","Albano di Lucania",40.58299757,16.03615712,"Potenza","PZ","BASILICATA","4"
"76006","Atella",40.87742205,15.65274277,"Potenza","PZ","BASILICATA","10"
"76007","Avigliano",40.72977773,15.71780199,"Potenza","PZ","BASILICATA","1"
"76008","Balvano",40.65124604,15.5120599,"Potenza","PZ","BASILICATA","3"
"76009","Banzi",40.86033582,16.01328897,"Potenza","PZ","BASILICATA","12"
"76012","Bella",40.75859333,15.53778824,"Potenza","PZ","BASILICATA","1"
"76029","Corleto Perticara",40.38381925,16.04249691,"Potenza","PZ","BASILICATA","6"
"76032","Filiano",40.80923118,15.70685304,"Potenza","PZ","BASILICATA","1"
"76035","Gallicchio",40.2889207,16.1385519,"Potenza","PZ","BASILICATA","6"
"76043","Lavello",41.04995683,15.80105357,"Potenza","PZ","BASILICATA","11"
"76058","Pescopagano",40.83588628,15.39691847,"Potenza","PZ","BASILICATA","1"
"76059","Picerno",40.63709859,15.63601218,"Potenza","PZ","BASILICATA","3"
"76061","Pietrapertosa",40.51565096,16.06348863,"Potenza","PZ","BASILICATA","4"
"76063","Potenza",40.63947047,15.8051495,"Potenza","PZ","BASILICATA","2"
"76067","Ripacandida",40.91285178,15.72739325,"Potenza","PZ","BASILICATA","10"
"76076","San Fele",40.8192069,15.53923256,"Potenza","PZ","BASILICATA","1"
"76095","Venosa",40.96454919,15.82328489,"Potenza","PZ","BASILICATA","11"
"77011","Grassano",40.63354407,16.2842797,"Matera","MT","BASILICATA","3"
"77013","Irsina",40.74568908,16.24315213,"Matera","MT","BASILICATA","2"
"77028","Tricarico",40.61895517,16.14057812,"Matera","MT","BASILICATA","3"
"78003","Acri",39.48835683,16.38155051,"Cosenza","CS","CALABRIA","3"
"80004","Antonimina",38.27297826,16.14824322,"Reggio Calabria","RC","CALABRIA","3"
"82001","Alia",37.77857858,13.71312654,"Palermo","PA","SICILIA","2"
"82034","Corleone",37.81204186,13.3015804,"Palermo","PA","SICILIA","1"
"86002","Aidone",37.4160022,14.44789122,"Enna","EN","SICILIA","4"
"9048","Piana Crixia",44.48527201,8.30751198,"Savona","SV","LIGURIA","1"
"93042","Sequals",46.16621461,12.82658083,"Pordenone","PN","FRIULI","2"
"97016","Casatenovo",45.69906559,9.31559457,"Lecco","LC","LOMBARDIA","12"
"97061","Osnago",45.67573447,9.3880166,"Lecco","LC","LOMBARDIA","12"
"97062","Paderno d'Adda",45.68024814,9.44739335,"Lecco","LC","LOMBARDIA","12"
"97087","Verderio Inferiore",45.6616,9.4341,"Lecco","LC","LOMBARDIA","12"
"98002","Bertonico",45.23388802,9.66860158,"Lodi","LO","LOMBARDIA","10"
"98004","Borghetto Lodigiano",45.21274117,9.49802352,"Lodi","LO","LOMBARDIA","10"
"98011","Caselle Landi",45.10376862,9.79199005,"Lodi","LO","LOMBARDIA","11"
"98013","Castelnuovo Bocca d'Adda",45.11236905,9.86941312,"Lodi","LO","LOMBARDIA","11"
"98060","Villanova del Sillaro",45.23730986,9.48089049,"Lodi","LO","LOMBARDIA","10"
"99003","Coriano",43.9644061,12.60253363,"Rimini","RN","EMILIA ROMAGNA","4"
"99014","Rimini",44.06090086,12.56562951,"Rimini","RN","EMILIA ROMAGNA","6"
"99018","Santarcangelo di Romagna",44.06289157,12.44702296,"Rimini","RN","EMILIA ROMAGNA","6"
"99020","Verucchio",43.98370542,12.42138257,"Rimini","RN","EMILIA ROMAGNA","3"
